plik,emocja_prawdziwa,emocja_predykcja,zgodność,prawd_emocji_prawidłowej_%,angry_%,disgust_%,fear_%,happy_%,sad_%,surprise_%,neutral_%
FER2013/test\angry\PrivateTest_37900016.jpg,angry,neutral,NIE,15.91,15.91,0.0,2.16,0.04,23.24,0.0,58.65
FER2013/test\angry\PrivateTest_71947816.jpg,angry,angry,TAK,64.93,64.93,0.07,19.43,0.05,12.19,0.05,3.28
FER2013/test\angry\PrivateTest_19160467.jpg,angry,angry,TAK,51.22,51.22,0.0,1.41,45.06,1.05,0.01,1.25
FER2013/test\angry\PrivateTest_58992250.jpg,angry,angry,TAK,72.15,72.15,0.0,0.04,0.0,12.48,0.0,15.34
FER2013/test\angry\PrivateTest_6097367.jpg,angry,fear,NIE,0.0,0.0,0.0,90.81,0.16,8.77,0.0,0.25
FER2013/test\angry\PrivateTest_99491057.jpg,angry,angry,TAK,99.95,99.95,0.0,0.0,0.03,0.01,0.0,0.0
FER2013/test\angry\PublicTest_63607791.jpg,angry,happy,NIE,26.55,26.55,5.33,7.66,32.35,16.3,9.86,1.95
FER2013/test\angry\PublicTest_50984559.jpg,angry,angry,TAK,69.22,69.22,0.16,10.64,0.1,18.6,0.0,1.27
FER2013/test\angry\PublicTest_1373732.jpg,angry,neutral,NIE,47.94,47.94,0.0,0.09,0.01,3.0,0.09,48.88
FER2013/test\angry\PublicTest_54462619.jpg,angry,angry,TAK,96.37,96.37,0.0,1.07,0.01,1.65,0.01,0.89
FER2013/test\angry\PrivateTest_64728949.jpg,angry,angry,TAK,86.73,86.73,5.61,7.17,0.0,0.48,0.01,0.0
FER2013/test\angry\PrivateTest_33469617.jpg,angry,surprise,NIE,0.6,0.6,0.0,0.17,0.0,0.0,99.23,0.0
FER2013/test\angry\PublicTest_74837119.jpg,angry,happy,NIE,5.38,5.38,0.0,0.0,94.39,0.07,0.0,0.16
FER2013/test\angry\PublicTest_4496845.jpg,angry,fear,NIE,7.01,7.01,0.0,56.99,0.23,24.89,1.4,9.47
FER2013/test\angry\PublicTest_36631182.jpg,angry,angry,TAK,99.96,99.96,0.0,0.0,0.0,0.03,0.0,0.01
FER2013/test\angry\PublicTest_33298870.jpg,angry,fear,NIE,8.39,8.39,0.0,64.07,4.42,12.66,1.35,9.11
FER2013/test\angry\PublicTest_12751829.jpg,angry,fear,NIE,12.06,12.06,3.51,41.13,0.0,40.22,0.0,3.07
FER2013/test\angry\PublicTest_20725544.jpg,angry,neutral,NIE,0.0,0.0,0.0,0.0,0.0,0.42,0.0,99.57
FER2013/test\angry\PublicTest_70289097.jpg,angry,angry,TAK,84.97,84.97,0.0,0.04,1.71,3.12,0.0,10.16
FER2013/test\angry\PublicTest_26532100.jpg,angry,sad,NIE,1.24,1.24,0.0,12.11,0.0,85.08,0.0,1.57
FER2013/test\angry\PublicTest_79109976.jpg,angry,neutral,NIE,0.39,0.39,0.0,0.05,0.0,10.69,0.0,88.87
FER2013/test\angry\PrivateTest_45026818.jpg,angry,happy,NIE,0.1,0.1,0.0,0.0,99.77,0.0,0.02,0.1
FER2013/test\angry\PrivateTest_80741454.jpg,angry,fear,NIE,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_76242706.jpg,angry,fear,NIE,4.82,4.82,0.0,53.22,0.0,6.29,0.3,35.37
FER2013/test\angry\PublicTest_78990391.jpg,angry,fear,NIE,3.49,3.49,0.02,90.47,2.92,3.03,0.07,0.0
FER2013/test\angry\PublicTest_95102468.jpg,angry,angry,TAK,39.99,39.99,0.0,24.36,34.67,0.73,0.0,0.24
FER2013/test\angry\PrivateTest_46881419.jpg,angry,fear,NIE,2.95,2.95,0.0,53.34,0.42,0.47,32.27,10.56
FER2013/test\angry\PublicTest_86413860.jpg,angry,angry,TAK,44.34,44.34,0.0,0.02,0.01,22.48,0.0,33.15
FER2013/test\angry\PrivateTest_73130508.jpg,angry,angry,TAK,99.94,99.94,0.0,0.02,0.0,0.03,0.0,0.01
FER2013/test\angry\PrivateTest_97993950.jpg,angry,angry,TAK,99.98,99.98,0.0,0.01,0.0,0.01,0.0,0.0
FER2013/test\angry\PublicTest_36902661.jpg,angry,neutral,NIE,0.71,0.71,0.0,0.0,0.0,0.57,0.0,98.72
FER2013/test\angry\PrivateTest_50558991.jpg,angry,surprise,NIE,0.07,0.07,0.0,33.56,23.75,0.26,41.15,1.21
FER2013/test\angry\PrivateTest_32282421.jpg,angry,neutral,NIE,17.21,17.21,0.0,0.0,0.0,4.4,0.0,78.39
FER2013/test\angry\PrivateTest_59863633.jpg,angry,neutral,NIE,19.44,19.44,0.0,13.56,0.02,32.81,0.05,34.12
FER2013/test\angry\PublicTest_6385751.jpg,angry,sad,NIE,1.85,1.85,0.0,0.42,0.14,95.91,0.0,1.67
FER2013/test\angry\PublicTest_8608284.jpg,angry,sad,NIE,0.02,0.02,0.0,0.08,0.03,99.63,0.0,0.24
FER2013/test\angry\PublicTest_65239729.jpg,angry,angry,TAK,99.88,99.88,0.0,0.12,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_48371269.jpg,angry,fear,NIE,0.0,0.0,0.0,69.34,30.02,0.29,0.0,0.34
FER2013/test\angry\PrivateTest_80493061.jpg,angry,angry,TAK,77.03,77.03,0.0,0.01,22.38,0.58,0.0,0.01
FER2013/test\angry\PublicTest_19319090.jpg,angry,angry,TAK,95.52,95.52,0.48,2.69,0.0,0.28,1.03,0.01
FER2013/test\angry\PrivateTest_60004785.jpg,angry,fear,NIE,6.75,6.75,0.0,91.2,1.16,0.87,0.0,0.02
FER2013/test\angry\PrivateTest_82849971.jpg,angry,fear,NIE,1.25,1.25,0.0,93.54,0.0,0.63,1.41,3.16
FER2013/test\angry\PrivateTest_44923343.jpg,angry,sad,NIE,12.16,12.16,0.0,0.06,0.0,80.68,0.0,7.1
FER2013/test\angry\PrivateTest_20571365.jpg,angry,happy,NIE,0.25,0.25,0.0,0.4,95.5,3.84,0.0,0.0
FER2013/test\angry\PrivateTest_20953901.jpg,angry,happy,NIE,1.61,1.61,0.02,7.89,48.77,39.7,0.0,2.0
FER2013/test\angry\PrivateTest_65810483.jpg,angry,angry,TAK,90.82,90.82,0.0,3.41,0.07,1.76,0.14,3.79
FER2013/test\angry\PublicTest_20045813.jpg,angry,angry,TAK,99.8,99.8,0.0,0.19,0.0,0.01,0.0,0.0
FER2013/test\angry\PublicTest_6510637.jpg,angry,surprise,NIE,2.91,2.91,0.0,13.47,35.05,0.93,47.62,0.01
FER2013/test\angry\PublicTest_85354228.jpg,angry,fear,NIE,8.39,8.39,0.0,63.01,28.47,0.01,0.12,0.01
FER2013/test\angry\PublicTest_69194031.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_98865793.jpg,angry,angry,TAK,52.34,52.34,0.23,5.44,0.38,23.9,0.41,17.3
FER2013/test\angry\PublicTest_68853210.jpg,angry,angry,TAK,59.82,59.82,2.9,31.37,0.18,5.67,0.04,0.03
FER2013/test\angry\PrivateTest_14494003.jpg,angry,angry,TAK,56.89,56.89,0.0,39.06,2.07,1.62,0.06,0.31
FER2013/test\angry\PublicTest_77968706.jpg,angry,happy,NIE,0.27,0.27,0.0,0.03,96.36,3.33,0.0,0.01
FER2013/test\angry\PublicTest_30068238.jpg,angry,happy,NIE,11.03,11.03,0.19,4.56,78.93,1.3,0.62,3.37
FER2013/test\angry\PrivateTest_97227751.jpg,angry,angry,TAK,99.73,99.73,0.0,0.01,0.0,0.15,0.0,0.1
FER2013/test\angry\PrivateTest_65716682.jpg,angry,sad,NIE,1.22,1.22,0.0,24.75,0.05,68.39,0.01,5.58
FER2013/test\angry\PublicTest_48413488.jpg,angry,happy,NIE,0.74,0.74,0.0,0.01,99.24,0.0,0.0,0.01
FER2013/test\angry\PublicTest_61158536.jpg,angry,surprise,NIE,1.16,1.16,0.02,4.95,0.04,0.24,84.82,8.77
FER2013/test\angry\PublicTest_90606955.jpg,angry,angry,TAK,65.39,65.39,0.0,2.16,0.76,31.36,0.0,0.32
FER2013/test\angry\PublicTest_49408064.jpg,angry,sad,NIE,0.92,0.92,0.01,1.11,0.0,97.12,0.0,0.84
FER2013/test\angry\PublicTest_33629438.jpg,angry,fear,NIE,16.33,16.33,0.0,42.27,0.16,40.28,0.02,0.95
FER2013/test\angry\PrivateTest_50479717.jpg,angry,angry,TAK,99.91,99.91,0.0,0.01,0.04,0.04,0.0,0.0
FER2013/test\angry\PublicTest_78493974.jpg,angry,angry,TAK,99.96,99.96,0.0,0.03,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_81470485.jpg,angry,fear,NIE,0.04,0.04,0.0,99.95,0.0,0.01,0.0,0.0
FER2013/test\angry\PublicTest_99743122.jpg,angry,neutral,NIE,3.83,3.83,0.0,1.39,0.2,7.65,0.0,86.92
FER2013/test\angry\PublicTest_89354196.jpg,angry,sad,NIE,7.85,7.85,0.05,38.74,0.0,53.16,0.01,0.2
FER2013/test\angry\PrivateTest_74436169.jpg,angry,angry,TAK,98.07,98.07,0.0,0.0,1.64,0.02,0.0,0.26
FER2013/test\angry\PrivateTest_96963692.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_94948547.jpg,angry,angry,TAK,99.94,99.94,0.0,0.03,0.0,0.03,0.0,0.0
FER2013/test\angry\PrivateTest_93771241.jpg,angry,fear,NIE,34.28,34.28,0.0,61.72,3.63,0.04,0.33,0.0
FER2013/test\angry\PrivateTest_20887918.jpg,angry,angry,TAK,85.72,85.72,0.01,8.47,0.01,5.57,0.0,0.21
FER2013/test\angry\PrivateTest_69727437.jpg,angry,surprise,NIE,6.54,6.54,0.0,1.84,41.56,0.15,46.09,3.82
FER2013/test\angry\PublicTest_70470561.jpg,angry,fear,NIE,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_73956607.jpg,angry,neutral,NIE,29.29,29.29,0.0,1.42,0.02,24.61,0.01,44.65
FER2013/test\angry\PrivateTest_14482875.jpg,angry,sad,NIE,18.32,18.32,0.0,2.91,0.0,44.1,0.0,34.67
FER2013/test\angry\PublicTest_8807439.jpg,angry,sad,NIE,2.0,2.0,0.0,0.11,0.0,97.85,0.0,0.03
FER2013/test\angry\PrivateTest_33746988.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_44751991.jpg,angry,happy,NIE,0.02,0.02,0.0,0.0,73.41,1.57,0.01,24.99
FER2013/test\angry\PrivateTest_1623042.jpg,angry,neutral,NIE,24.24,24.24,0.0,2.87,0.0,1.43,0.0,71.45
FER2013/test\angry\PrivateTest_68156545.jpg,angry,angry,TAK,99.93,99.93,0.0,0.03,0.01,0.0,0.02,0.0
FER2013/test\angry\PublicTest_69095122.jpg,angry,neutral,NIE,2.47,2.47,0.0,0.0,0.8,4.37,0.01,92.35
FER2013/test\angry\PrivateTest_61945193.jpg,angry,sad,NIE,14.34,14.34,0.13,29.03,0.74,35.67,0.44,19.65
FER2013/test\angry\PublicTest_18401679.jpg,angry,angry,TAK,61.01,61.01,0.59,24.28,0.08,13.14,0.17,0.73
FER2013/test\angry\PublicTest_80741744.jpg,angry,fear,NIE,1.04,1.04,0.0,74.53,4.74,1.27,0.01,18.42
FER2013/test\angry\PrivateTest_20306434.jpg,angry,surprise,NIE,2.45,2.45,0.0,4.65,0.33,0.0,92.52,0.06
FER2013/test\angry\PublicTest_70071887.jpg,angry,sad,NIE,24.83,24.83,0.0,7.8,0.0,38.23,0.0,29.15
FER2013/test\angry\PrivateTest_44437242.jpg,angry,angry,TAK,59.37,59.37,0.0,0.38,0.0,40.24,0.0,0.01
FER2013/test\angry\PrivateTest_65940639.jpg,angry,neutral,NIE,8.57,8.57,0.0,11.54,0.46,10.72,0.21,68.49
FER2013/test\angry\PublicTest_17954875.jpg,angry,fear,NIE,36.61,36.61,0.0,54.77,4.55,2.81,0.06,1.2
FER2013/test\angry\PrivateTest_95983220.jpg,angry,angry,TAK,98.05,98.05,0.0,0.06,0.0,1.89,0.0,0.0
FER2013/test\angry\PrivateTest_42348080.jpg,angry,happy,NIE,1.64,1.64,0.0,0.0,98.36,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_54106900.jpg,angry,fear,NIE,4.24,4.24,0.01,69.45,1.17,3.54,21.58,0.0
FER2013/test\angry\PublicTest_63119077.jpg,angry,angry,TAK,99.93,99.93,0.0,0.0,0.07,0.0,0.0,0.0
FER2013/test\angry\PublicTest_24150762.jpg,angry,fear,NIE,0.01,0.01,0.0,69.95,0.01,29.97,0.0,0.06
FER2013/test\angry\PrivateTest_29273805.jpg,angry,neutral,NIE,1.91,1.91,0.0,0.02,0.0,3.56,0.0,94.52
FER2013/test\angry\PublicTest_47189506.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_66956737.jpg,angry,angry,TAK,99.7,99.7,0.0,0.0,0.02,0.11,0.01,0.15
FER2013/test\angry\PrivateTest_77134887.jpg,angry,angry,TAK,99.04,99.04,0.0,0.41,0.54,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_73809809.jpg,angry,angry,TAK,97.0,97.0,0.06,0.28,0.3,2.21,0.01,0.13
FER2013/test\angry\PublicTest_29103816.jpg,angry,neutral,NIE,0.03,0.03,0.0,7.07,0.51,1.73,23.71,66.95
FER2013/test\angry\PublicTest_27220144.jpg,angry,sad,NIE,2.59,2.59,0.0,36.51,0.0,58.68,0.0,2.22
FER2013/test\angry\PrivateTest_33031857.jpg,angry,angry,TAK,99.99,99.99,0.0,0.01,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_41474527.jpg,angry,fear,NIE,16.5,16.5,0.0,35.77,24.7,0.0,23.04,0.0
FER2013/test\angry\PublicTest_75015949.jpg,angry,neutral,NIE,7.47,7.47,0.0,3.44,0.0,12.29,0.0,76.8
FER2013/test\angry\PublicTest_48714314.jpg,angry,fear,NIE,0.0,0.0,0.0,99.93,0.01,0.04,0.03,0.0
FER2013/test\angry\PrivateTest_88609358.jpg,angry,fear,NIE,5.93,5.93,0.0,52.08,0.0,31.94,2.09,7.95
FER2013/test\angry\PublicTest_47601588.jpg,angry,neutral,NIE,2.06,2.06,0.0,0.01,2.27,0.17,0.03,95.46
FER2013/test\angry\PublicTest_75909699.jpg,angry,neutral,NIE,25.33,25.33,0.0,2.98,0.28,7.99,0.03,63.4
FER2013/test\angry\PrivateTest_73419397.jpg,angry,sad,NIE,0.92,0.92,0.0,0.77,0.0,89.15,0.0,9.15
FER2013/test\angry\PrivateTest_25332527.jpg,angry,fear,NIE,1.27,1.27,0.0,98.34,0.0,0.38,0.0,0.0
FER2013/test\angry\PublicTest_89139321.jpg,angry,fear,NIE,0.02,0.02,0.0,98.25,0.0,0.46,0.0,1.26
FER2013/test\angry\PrivateTest_93458195.jpg,angry,angry,TAK,60.65,60.65,0.02,9.41,0.62,12.21,1.28,15.82
FER2013/test\angry\PrivateTest_31352702.jpg,angry,angry,TAK,99.77,99.77,0.0,0.23,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_9486917.jpg,angry,sad,NIE,0.15,0.15,0.0,3.6,0.02,92.67,0.01,3.55
FER2013/test\angry\PrivateTest_19839459.jpg,angry,neutral,NIE,4.89,4.89,0.0,21.24,9.05,12.63,0.07,52.13
FER2013/test\angry\PrivateTest_50202544.jpg,angry,angry,TAK,99.96,99.96,0.0,0.01,0.01,0.02,0.0,0.0
FER2013/test\angry\PublicTest_65820617.jpg,angry,neutral,NIE,22.56,22.56,0.0,1.69,0.02,32.46,0.11,43.16
FER2013/test\angry\PublicTest_89420020.jpg,angry,neutral,NIE,1.03,1.03,0.0,0.86,0.0,13.37,0.0,84.74
FER2013/test\angry\PrivateTest_74906280.jpg,angry,sad,NIE,24.36,24.36,0.0,0.29,0.1,56.9,0.0,18.35
FER2013/test\angry\PublicTest_5964952.jpg,angry,angry,TAK,99.99,99.99,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_10131363.jpg,angry,angry,TAK,99.8,99.8,0.0,0.02,0.16,0.01,0.0,0.01
FER2013/test\angry\PrivateTest_38456003.jpg,angry,angry,TAK,99.93,99.93,0.0,0.03,0.01,0.0,0.02,0.0
FER2013/test\angry\PrivateTest_1290484.jpg,angry,sad,NIE,0.18,0.18,0.0,0.03,0.0,99.7,0.0,0.09
FER2013/test\angry\PrivateTest_13164119.jpg,angry,fear,NIE,40.65,40.65,0.01,47.81,0.0,11.41,0.01,0.11
FER2013/test\angry\PrivateTest_7589926.jpg,angry,sad,NIE,8.52,8.52,0.0,25.62,0.0,40.75,14.42,10.69
FER2013/test\angry\PrivateTest_73119240.jpg,angry,fear,NIE,29.15,29.15,0.0,69.15,1.33,0.02,0.35,0.0
FER2013/test\angry\PrivateTest_70837533.jpg,angry,happy,NIE,43.08,43.08,0.0,2.96,43.11,0.99,0.71,9.14
FER2013/test\angry\PrivateTest_76550689.jpg,angry,angry,TAK,87.96,87.96,0.0,1.04,0.02,10.51,0.0,0.47
FER2013/test\angry\PrivateTest_30620747.jpg,angry,angry,TAK,99.96,99.96,0.0,0.01,0.02,0.0,0.0,0.0
FER2013/test\angry\PublicTest_35775434.jpg,angry,angry,TAK,98.78,98.78,0.0,1.11,0.01,0.1,0.0,0.0
FER2013/test\angry\PrivateTest_93290935.jpg,angry,angry,TAK,94.97,94.97,0.0,4.23,0.01,0.73,0.0,0.07
FER2013/test\angry\PrivateTest_99430137.jpg,angry,sad,NIE,6.39,6.39,0.0,1.79,0.12,54.94,0.04,36.72
FER2013/test\angry\PrivateTest_88826392.jpg,angry,angry,TAK,88.86,88.86,0.37,1.41,1.42,6.8,0.05,1.09
FER2013/test\angry\PublicTest_26506006.jpg,angry,neutral,NIE,0.16,0.16,0.0,2.57,0.0,10.76,0.0,86.5
FER2013/test\angry\PublicTest_91502575.jpg,angry,angry,TAK,63.32,63.32,0.0,0.07,0.0,36.59,0.0,0.02
FER2013/test\angry\PublicTest_5177911.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_58466317.jpg,angry,sad,NIE,30.86,30.86,0.01,15.86,0.0,52.39,0.01,0.87
FER2013/test\angry\PublicTest_46931060.jpg,angry,fear,NIE,3.3,3.3,0.01,93.44,0.01,2.98,0.04,0.22
FER2013/test\angry\PublicTest_88420742.jpg,angry,angry,TAK,92.65,92.65,0.0,5.2,0.0,2.01,0.01,0.13
FER2013/test\angry\PublicTest_12693575.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_21334851.jpg,angry,fear,NIE,0.0,0.0,0.0,99.95,0.0,0.05,0.0,0.0
FER2013/test\angry\PrivateTest_88933199.jpg,angry,neutral,NIE,5.63,5.63,0.0,3.65,0.0,3.99,0.0,86.72
FER2013/test\angry\PublicTest_85586711.jpg,angry,angry,TAK,70.14,70.14,0.01,24.07,0.03,3.52,0.32,1.92
FER2013/test\angry\PrivateTest_14769246.jpg,angry,fear,NIE,0.19,0.19,0.0,84.27,0.0,14.11,0.0,1.43
FER2013/test\angry\PrivateTest_99260703.jpg,angry,happy,NIE,1.09,1.09,0.0,14.59,63.53,1.23,19.47,0.09
FER2013/test\angry\PrivateTest_77781106.jpg,angry,neutral,NIE,0.56,0.56,0.0,1.9,0.0,7.84,0.0,89.69
FER2013/test\angry\PrivateTest_24606826.jpg,angry,angry,TAK,98.65,98.65,0.03,0.18,0.8,0.15,0.0,0.19
FER2013/test\angry\PrivateTest_61118112.jpg,angry,angry,TAK,67.78,67.78,2.04,22.69,0.0,5.71,0.15,1.64
FER2013/test\angry\PublicTest_4237118.jpg,angry,neutral,NIE,7.25,7.25,0.0,0.0,0.0,0.03,0.0,92.71
FER2013/test\angry\PublicTest_37905989.jpg,angry,angry,TAK,89.23,89.23,0.0,10.74,0.0,0.03,0.01,0.0
FER2013/test\angry\PrivateTest_7969511.jpg,angry,angry,TAK,87.68,87.68,0.0,0.25,0.0,12.04,0.0,0.03
FER2013/test\angry\PrivateTest_52423878.jpg,angry,fear,NIE,3.83,3.83,0.0,62.17,0.27,31.52,0.0,2.21
FER2013/test\angry\PublicTest_16131911.jpg,angry,sad,NIE,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.01
FER2013/test\angry\PrivateTest_99414064.jpg,angry,sad,NIE,0.05,0.05,0.0,0.0,0.0,83.18,0.0,16.77
FER2013/test\angry\PublicTest_55350348.jpg,angry,sad,NIE,2.59,2.59,0.0,2.77,0.26,84.75,0.01,9.63
FER2013/test\angry\PrivateTest_1809180.jpg,angry,neutral,NIE,2.17,2.17,0.1,4.37,0.09,9.59,0.03,83.66
FER2013/test\angry\PublicTest_3709326.jpg,angry,angry,TAK,90.76,90.76,0.0,5.49,1.87,1.87,0.0,0.01
FER2013/test\angry\PublicTest_94143318.jpg,angry,angry,TAK,93.46,93.46,0.0,0.03,0.0,6.47,0.0,0.04
FER2013/test\angry\PrivateTest_73170949.jpg,angry,angry,TAK,85.07,85.07,0.01,11.66,0.0,2.87,0.0,0.39
FER2013/test\angry\PrivateTest_22091765.jpg,angry,surprise,NIE,0.6,0.6,0.0,5.65,0.02,0.0,93.73,0.0
FER2013/test\angry\PublicTest_79892729.jpg,angry,angry,TAK,69.92,69.92,14.52,15.15,0.0,0.14,0.19,0.08
FER2013/test\angry\PrivateTest_27381014.jpg,angry,angry,TAK,84.8,84.8,0.14,13.83,0.34,0.43,0.46,0.01
FER2013/test\angry\PrivateTest_26149470.jpg,angry,angry,TAK,50.55,50.55,0.0,1.06,0.02,46.0,0.0,2.37
FER2013/test\angry\PrivateTest_8276334.jpg,angry,fear,NIE,1.41,1.41,0.0,60.7,0.0,35.95,0.28,1.65
FER2013/test\angry\PrivateTest_33861977.jpg,angry,angry,TAK,98.53,98.53,0.02,0.17,0.01,0.75,0.18,0.36
FER2013/test\angry\PublicTest_71685219.jpg,angry,surprise,NIE,0.01,0.01,0.0,1.29,0.0,0.0,96.61,2.09
FER2013/test\angry\PrivateTest_57931479.jpg,angry,sad,NIE,1.48,1.48,0.0,9.13,0.0,60.19,0.0,29.19
FER2013/test\angry\PrivateTest_74178058.jpg,angry,neutral,NIE,0.0,0.0,0.0,0.0,0.78,13.92,0.0,85.3
FER2013/test\angry\PublicTest_87312658.jpg,angry,angry,TAK,73.69,73.69,0.0,2.0,0.0,24.26,0.0,0.06
FER2013/test\angry\PrivateTest_29755784.jpg,angry,angry,TAK,99.98,99.98,0.0,0.0,0.01,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_62018710.jpg,angry,sad,NIE,26.01,26.01,0.01,31.14,0.0,39.74,0.04,3.06
FER2013/test\angry\PublicTest_64029710.jpg,angry,neutral,NIE,1.97,1.97,0.0,0.1,0.0,8.03,0.0,89.91
FER2013/test\angry\PrivateTest_76837327.jpg,angry,neutral,NIE,4.2,4.2,0.0,1.99,0.38,40.68,0.0,52.75
FER2013/test\angry\PrivateTest_41153916.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_89421273.jpg,angry,angry,TAK,99.72,99.72,0.0,0.0,0.09,0.11,0.0,0.08
FER2013/test\angry\PrivateTest_84324988.jpg,angry,sad,NIE,15.55,15.55,0.65,4.52,1.94,77.2,0.12,0.02
FER2013/test\angry\PublicTest_98981806.jpg,angry,angry,TAK,98.92,98.92,0.0,0.21,0.0,0.8,0.01,0.06
FER2013/test\angry\PublicTest_96736762.jpg,angry,sad,NIE,0.2,0.2,0.0,1.91,0.0,66.84,0.0,31.05
FER2013/test\angry\PrivateTest_36962979.jpg,angry,angry,TAK,83.31,83.31,0.0,4.33,1.71,9.81,0.0,0.84
FER2013/test\angry\PrivateTest_49253639.jpg,angry,angry,TAK,94.88,94.88,0.0,0.02,0.03,4.48,0.0,0.58
FER2013/test\angry\PrivateTest_93463858.jpg,angry,angry,TAK,97.7,97.7,0.0,2.23,0.07,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_76880087.jpg,angry,neutral,NIE,0.19,0.19,0.0,0.07,0.82,2.0,0.0,96.91
FER2013/test\angry\PrivateTest_94592259.jpg,angry,angry,TAK,62.41,62.41,0.04,1.32,2.96,29.9,0.0,3.36
FER2013/test\angry\PrivateTest_82822639.jpg,angry,neutral,NIE,2.67,2.67,0.0,0.97,0.02,14.56,0.0,81.78
FER2013/test\angry\PublicTest_3641536.jpg,angry,fear,NIE,12.99,12.99,0.0,48.66,0.74,2.25,25.5,9.86
FER2013/test\angry\PrivateTest_83885737.jpg,angry,angry,TAK,98.75,98.75,0.0,0.02,0.0,1.2,0.0,0.03
FER2013/test\angry\PublicTest_87821224.jpg,angry,sad,NIE,24.94,24.94,0.0,4.25,0.0,69.99,0.01,0.81
FER2013/test\angry\PublicTest_56981414.jpg,angry,neutral,NIE,0.17,0.17,0.0,0.55,0.0,17.08,0.0,82.19
FER2013/test\angry\PrivateTest_62009733.jpg,angry,neutral,NIE,0.48,0.48,0.0,14.85,15.6,3.33,11.43,54.29
FER2013/test\angry\PrivateTest_14596578.jpg,angry,sad,NIE,13.27,13.27,0.03,2.33,0.0,59.38,0.0,24.99
FER2013/test\angry\PrivateTest_46956721.jpg,angry,neutral,NIE,0.01,0.01,0.0,0.01,44.75,1.47,0.0,53.76
FER2013/test\angry\PrivateTest_97952692.jpg,angry,angry,TAK,98.12,98.12,0.0,0.98,0.0,0.9,0.0,0.0
FER2013/test\angry\PublicTest_55079248.jpg,angry,sad,NIE,28.76,28.76,0.02,0.55,0.97,58.82,0.0,10.88
FER2013/test\angry\PublicTest_99509833.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_48428562.jpg,angry,fear,NIE,7.51,7.51,0.05,90.2,0.05,0.03,2.18,0.0
FER2013/test\angry\PublicTest_12919755.jpg,angry,sad,NIE,9.47,9.47,0.34,4.65,0.02,81.89,0.01,3.63
FER2013/test\angry\PublicTest_19183266.jpg,angry,angry,TAK,85.09,85.09,0.0,3.3,0.0,9.24,0.4,1.98
FER2013/test\angry\PublicTest_48036150.jpg,angry,angry,TAK,59.33,59.33,0.0,2.51,0.0,34.17,0.1,3.88
FER2013/test\angry\PrivateTest_91006137.jpg,angry,neutral,NIE,0.0,0.0,0.0,0.0,0.0,2.13,0.0,97.86
FER2013/test\angry\PublicTest_60947451.jpg,angry,sad,NIE,0.7,0.7,0.07,2.66,0.02,96.34,0.0,0.22
FER2013/test\angry\PrivateTest_65112072.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_11296953.jpg,angry,neutral,NIE,42.18,42.18,0.0,1.65,0.0,2.97,0.0,53.2
FER2013/test\angry\PublicTest_97098619.jpg,angry,angry,TAK,99.98,99.98,0.02,0.01,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_96606536.jpg,angry,surprise,NIE,0.0,0.0,0.0,3.57,0.0,0.03,93.7,2.7
FER2013/test\angry\PrivateTest_72495721.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_83425567.jpg,angry,fear,NIE,0.51,0.51,0.0,99.02,0.17,0.0,0.29,0.0
FER2013/test\angry\PrivateTest_63127439.jpg,angry,angry,TAK,76.69,76.69,0.16,11.13,0.02,7.96,0.58,3.47
